,categories,mean_distance
7180,6.0,77.42857142857143
71800,8.0,65.7
71801,4.0,60.75
71802,4.0,78.5
71807,11.0,50.0
71810,3.0,62.0
71813,,
71814,7.0,83.375
71815,14.0,63.5
71816,5.0,62.4
71818,8.0,64.66666666666667
71819,1.0,91.0
7182,12.0,64.15384615384616
71822,20.0,41.26086956521739
71824,24.0,75.7
71829,,
71830,5.0,58.0
71831,3.0,87.66666666666667
71832,14.0,63.5
71833,2.0,92.5
71834,4.0,60.5
71836,17.0,71.88235294117646
71837,4.0,47.0
7184,22.0,71.14814814814815
71843,9.0,70.88888888888889
71844,10.0,65.2
71847,7.0,60.375
71848,10.0,62.54545454545455
71849,5.0,72.0
71856,8.0,60.888888888888886
71858,11.0,42.81818181818182
71860,5.0,84.0
71862,27.0,62.53846153846154
71865,12.0,54.714285714285715
71867,1.0,99.0
71870,24.0,61.903225806451616
71871,4.0,66.75
71872,,
71873,5.0,83.0
71874,16.0,59.76470588235294
71879,4.0,77.25
71880,6.0,62.57142857142857
71881,5.0,58.2
71884,4.0,58.0
71885,7.0,59.111111111111114
71887,,
71888,,
71890,2.0,54.0
71893,2.0,94.0
71894,1.0,77.0
71896,17.0,64.05263157894737
7190,11.0,67.36363636363636
71900,15.0,73.29411764705883
71903,9.0,70.33333333333333
71904,15.0,76.9375
71905,12.0,65.58333333333333
71906,4.0,58.0
71907,12.0,60.4
71909,4.0,68.5
71910,9.0,81.33333333333333
71912,1.0,70.0
71913,5.0,55.6
71916,15.0,67.8
7192,3.0,62.333333333333336
71920,1.0,58.0
71921,,
71923,8.0,49.9
71924,5.0,69.4
71925,7.0,51.142857142857146
71928,13.0,74.21428571428571
71929,1.0,94.0
7193,15.0,59.73684210526316
71931,5.0,72.4
71932,8.0,42.5
71935,8.0,67.625
71936,9.0,65.41666666666667
71937,12.0,74.71428571428571
71940,,
71944,9.0,67.27272727272727
71945,10.0,64.58333333333333
71946,11.0,65.0
71947,1.0,94.0
7195,12.0,50.0
71950,5.0,69.0
71953,7.0,46.285714285714285
71955,9.0,65.77777777777777
71956,4.0,62.0
71957,18.0,64.36842105263158
71959,7.0,70.125
7196,11.0,59.30769230769231
71962,8.0,75.375
71963,7.0,86.42857142857143
71973,8.0,75.25
7198,,
71981,1.0,63.0
71982,1.0,67.0
71983,,
7199,5.0,63.6
71990,6.0,70.71428571428571
71994,4.0,62.75
71999,7.0,65.0
720,3.0,92.33333333333333
72002,11.0,88.45454545454545
72003,8.0,85.4
72004,2.0,65.0
72007,7.0,61.375
72011,12.0,74.71428571428571
72018,17.0,72.3157894736842
7202,3.0,84.0
72020,4.0,81.0
72022,4.0,68.5
72027,1.0,21.0
72028,11.0,72.92307692307692
72029,5.0,53.4
7203,10.0,70.7
72031,15.0,74.5
72034,5.0,57.166666666666664
72038,11.0,53.15384615384615
72039,2.0,62.0
72042,5.0,68.83333333333333
72044,5.0,75.5
72045,17.0,73.17647058823529
72047,3.0,60.0
7205,3.0,63.333333333333336
72053,6.0,73.71428571428571
72054,12.0,74.71428571428571
72057,13.0,67.92857142857143
72064,5.0,80.6
72065,13.0,79.46153846153847
72066,3.0,92.66666666666667
72068,7.0,54.0
7207,3.0,71.0
72071,7.0,74.0
72079,7.0,78.28571428571429
72081,,
72082,7.0,83.28571428571429
72085,4.0,33.25
72086,5.0,58.166666666666664
72087,12.0,61.083333333333336
72088,2.0,31.0
72089,5.0,70.5
72090,6.0,79.85714285714286
72091,8.0,81.75
72096,10.0,80.0
72097,10.0,56.81818181818182
72098,12.0,70.75
72100,11.0,42.81818181818182
72103,13.0,70.61538461538461
72104,7.0,73.875
72108,18.0,61.85
7211,7.0,73.0
72111,5.0,35.4
72115,,
72116,2.0,36.5
72117,6.0,55.55555555555556
72118,6.0,58.166666666666664
72125,1.0,63.0
72126,4.0,76.5
72128,9.0,56.54545454545455
72129,1.0,10.0
72131,3.0,67.0
72132,,
72134,11.0,45.333333333333336
72135,4.0,68.5
72137,15.0,65.5625
7214,10.0,60.18181818181818
72145,6.0,80.5
72149,5.0,57.8
7215,9.0,62.44444444444444
72150,9.0,53.09090909090909
72152,1.0,41.0
72154,9.0,55.77777777777778
72157,8.0,81.75
72159,3.0,89.33333333333333
72160,17.0,69.15789473684211
72161,3.0,94.66666666666667
72162,20.0,66.0909090909091
72164,,
72167,8.0,65.77777777777777
72170,1.0,70.0
72171,6.0,82.57142857142857
72172,5.0,72.6
72174,1.0,66.0
72175,9.0,69.2
72180,1.0,41.0
72181,4.0,56.25
72182,,
72183,11.0,35.916666666666664
72184,15.0,58.833333333333336
72185,,
72186,,
72187,3.0,78.66666666666667
72191,1.0,8.0
72195,14.0,75.05555555555556
72196,3.0,58.666666666666664
7220,3.0,67.66666666666667
72200,21.0,72.23076923076923
72201,15.0,67.8
72202,1.0,98.0
72205,8.0,71.81818181818181
72213,3.0,60.0
72215,25.0,63.96
72219,18.0,40.7
72221,16.0,59.15
72224,14.0,74.11764705882354
72226,24.0,67.1923076923077
72230,7.0,79.85714285714286
72235,7.0,70.33333333333333
72236,7.0,62.857142857142854
72238,2.0,59.5
7224,1.0,70.0
72242,9.0,82.77777777777777
72244,9.0,63.888888888888886
72247,7.0,55.57142857142857
72250,3.0,63.333333333333336
72251,2.0,83.0
72254,23.0,72.56666666666666
72256,11.0,68.76923076923077
72259,8.0,57.25
72260,12.0,78.5
72261,3.0,92.66666666666667
72264,,
72265,12.0,71.38461538461539
72266,21.0,66.4090909090909
72267,3.0,91.66666666666667
72268,6.0,75.0
72269,,
72272,12.0,78.5
72273,21.0,75.03448275862068
72275,11.0,58.916666666666664
72277,10.0,58.1
72278,7.0,66.375
7228,16.0,63.90909090909091
72280,2.0,77.4
72282,2.0,65.0
72287,3.0,69.0
72289,7.0,58.714285714285715
7229,1.0,89.0
72290,6.0,41.0
72291,11.0,62.30769230769231
72295,1.0,35.0
72296,5.0,63.6
72297,1.0,76.0
7230,14.0,70.4
72300,25.0,61.714285714285715
72305,2.0,78.0
72307,7.0,80.125
72309,1.0,88.0
72310,18.0,60.333333333333336
72313,4.0,38.75
72315,,
72316,6.0,79.85714285714286
72319,9.0,66.55555555555556
7232,5.0,55.8
72320,10.0,75.46153846153847
72321,11.0,73.91666666666667
72322,12.0,60.4
72324,11.0,69.07142857142857
72325,9.0,58.2
72327,4.0,81.0
72336,32.0,61.61538461538461
72338,5.0,68.71428571428571
72339,2.0,65.0
72340,9.0,64.58333333333333
72341,4.0,47.0
72342,13.0,57.285714285714285
72344,1.0,64.0
72347,15.0,67.8
72349,10.0,69.63636363636364
72351,9.0,72.9090909090909
72353,7.0,70.57142857142857
72355,9.0,57.45454545454545
72360,9.0,61.1
72362,20.0,66.0909090909091
72365,,
72366,14.0,65.61111111111111
72367,,
72372,9.0,58.2
72374,6.0,75.0
72377,11.0,55.0
72378,18.0,78.0
72381,8.0,81.125
72382,9.0,64.58333333333333
72389,10.0,56.45454545454545
7239,2.0,89.0
72390,4.0,65.0
72393,20.0,54.36
72394,10.0,65.33333333333333
72396,6.0,65.5
7240,19.0,65.04761904761905
72401,7.0,83.375
72404,14.0,65.4375
72406,13.0,60.125
72409,8.0,65.77777777777777
72410,25.0,68.46875
72411,16.0,59.76470588235294
72414,5.0,83.5
72419,4.0,38.75
72421,10.0,69.1
72429,11.0,55.0
7243,7.0,64.375
72431,25.0,64.46875
72434,4.0,86.25
72437,3.0,63.333333333333336
72439,2.0,56.5
72440,11.0,68.76923076923077
72444,16.0,66.27777777777777
72446,8.0,41.0
72451,9.0,64.3
72452,8.0,81.875
72455,2.0,54.0
72459,3.0,63.0
72460,2.0,74.75
72462,14.0,59.0
72465,4.0,78.25
72468,2.0,64.0
72471,4.0,56.0
72474,,
72477,3.0,49.0
72478,1.0,78.0
72480,9.0,64.4
72483,16.0,55.78947368421053
72486,9.0,74.9090909090909
72488,4.0,65.75
72489,2.0,68.5
72491,5.0,55.0
72492,6.0,60.5
72494,,
72495,5.0,71.66666666666667
72498,3.0,71.0
72499,6.0,66.28571428571429
725,4.0,85.0
7250,,
72500,4.0,83.25
72502,5.0,72.2
72505,6.0,65.5
72507,1.0,62.5
72510,6.0,59.42857142857143
72516,7.0,56.57142857142857
72517,5.0,55.8
72520,2.0,88.5
72523,5.0,70.2
72524,,
72525,4.0,58.0
72526,13.0,51.0
72528,16.0,64.55555555555556
72529,,
7253,8.0,69.875
72536,9.0,72.2
72537,8.0,60.75
72538,4.0,71.25
72539,4.0,80.25
72540,3.0,63.333333333333336
72543,,
72547,9.0,77.88888888888889
72553,4.0,60.5
72554,14.0,68.6470588235294
72556,7.0,78.85714285714286
72559,,
72567,13.0,72.53846153846153
72568,14.0,43.6
72569,9.0,53.81818181818182
7257,9.0,71.9
72570,9.0,62.44444444444444
72573,,
72576,14.0,58.473684210526315
72578,11.0,58.18181818181818
72579,10.0,72.9090909090909
7258,2.0,26.5
72580,4.0,81.75
72582,2.0,60.0
72583,9.0,65.1
72585,3.0,71.0
72586,8.0,57.375
72587,18.0,74.28
72590,1.0,83.0
72591,,
72595,3.0,69.0
72596,4.0,62.0
72597,,
72599,5.0,73.4
72605,7.0,65.11111111111111
72608,8.0,59.125
72609,4.0,70.4
7261,6.0,80.5
72614,5.0,54.166666666666664
72618,1.0,52.0
72619,11.0,69.52941176470588
7262,,
72621,5.0,77.0
72622,5.0,82.8
72623,2.0,46.0
72624,,
72626,9.0,68.44444444444444
72628,5.0,62.8
7263,15.0,61.526315789473685
72632,5.0,87.8
72633,12.0,67.35714285714286
72635,,
72637,12.0,54.714285714285715
72640,1.0,55.0
72642,8.0,51.0
72646,2.0,70.5
72647,,
72648,6.0,57.285714285714285
72650,2.0,73.5
72653,5.0,73.4
72654,6.0,61.5
72656,17.0,55.63157894736842
72657,4.0,71.25
72660,17.0,68.82352941176471
72665,,
72667,2.0,62.333333333333336
7267,,
72671,13.0,46.92857142857143
72677,2.0,74.0
72679,1.0,62.5
7268,6.0,95.33333333333333
72682,,
72684,,
72685,4.0,92.0
72686,2.0,56.0
72689,10.0,56.45454545454545
72690,,
72694,18.0,64.36842105263158
72697,2.0,92.0
72698,12.0,62.61538461538461
7270,2.0,90.0
72701,1.0,58.0
72705,3.0,90.66666666666667
72707,4.0,81.5
72708,8.0,62.375
72710,18.0,58.791666666666664
72712,6.0,51.666666666666664
72714,16.0,62.5
72717,7.0,63.714285714285715
72718,8.0,61.44444444444444
7272,16.0,42.0625
72722,8.0,81.75
72723,6.0,60.833333333333336
72724,4.0,65.5
72725,6.0,59.42857142857143
72728,12.0,72.75
72732,8.0,69.8
72733,16.0,55.294117647058826
72735,14.0,72.20833333333333
72736,5.0,57.0
72738,13.0,64.21428571428571
72739,,
7274,7.0,78.75
72740,6.0,74.0
72741,10.0,60.0
72742,1.0,93.0
72743,,
72745,5.0,83.0
72747,15.0,67.8
72749,5.0,72.2
72751,3.0,73.66666666666667
72752,6.0,82.5
72753,20.0,67.47619047619048
72755,2.0,98.0
72758,4.0,56.0
72759,4.0,62.25
72766,,
72767,11.0,69.85714285714286
72772,8.0,49.9
72774,6.0,61.5
72777,16.0,72.0
72778,5.0,55.8
72779,11.0,72.0
72780,8.0,57.666666666666664
72782,5.0,68.83333333333333
72785,12.0,73.08333333333333
72788,1.0,76.0
72789,,
7279,6.0,48.857142857142854
72793,3.0,87.66666666666667
72794,5.0,74.28571428571429
72797,8.0,67.125
72799,6.0,81.16666666666667
728,7.0,50.25
7280,8.0,56.875
72801,6.0,59.42857142857143
72802,6.0,61.833333333333336
72805,,
72810,4.0,67.75
72812,8.0,68.6
72816,1.0,66.0
7282,6.0,61.5
72820,,
72822,9.0,58.2
72823,5.0,80.0
72825,15.0,67.8
72827,2.0,65.0
72829,2.0,75.0
7283,14.0,63.5
72835,5.0,87.8
72838,1.0,44.0
72839,1.0,89.0
72840,17.0,59.0
72847,2.0,75.5
7285,9.0,62.44444444444444
72853,9.0,68.72727272727273
72854,3.0,74.33333333333333
72856,4.0,49.833333333333336
72857,,
72859,6.0,63.833333333333336
72867,15.0,69.86666666666666
72869,9.0,86.7
7287,,
72872,1.0,7.0
72874,17.0,65.15
72875,4.0,38.25
72876,12.0,54.714285714285715
72882,7.0,62.0
72884,7.0,58.625
72888,15.0,66.26666666666667
72889,2.0,64.0
7289,6.0,55.714285714285715
72896,,
72897,11.0,52.46666666666667
72900,14.0,66.95833333333333
72907,1.0,90.0
7291,4.0,84.5
72910,,
72911,15.0,74.5
72912,1.0,85.0
72915,9.0,44.8
72921,6.0,59.7
72922,21.0,75.03448275862068
72924,8.0,56.625
72926,2.0,84.0
72927,13.0,71.26315789473684
72928,8.0,76.375
72931,21.0,74.38461538461539
72941,15.0,74.5
72942,,
72946,10.0,60.18181818181818
72947,6.0,47.714285714285715
7295,12.0,61.666666666666664
72958,20.0,66.0909090909091
7296,4.0,62.0
72962,2.0,83.75
72965,1.0,80.0
72968,7.0,65.28571428571429
72970,15.0,65.73333333333333
72971,13.0,46.15384615384615
72973,7.0,64.28571428571429
72975,8.0,57.875
72976,4.0,54.25
72979,10.0,71.5
72981,7.0,48.857142857142854
72984,2.0,56.0
72985,5.0,80.4
72987,2.0,83.66666666666667
72989,7.0,47.375
72991,18.0,61.73076923076923
72992,,
72994,3.0,38.666666666666664
72996,20.0,67.47619047619048
730,8.0,70.77777777777777
73000,21.0,40.458333333333336
73003,1.0,83.0
73004,7.0,69.71428571428571
73005,1.0,63.0
73009,,
7301,33.0,56.65217391304348
73012,10.0,80.0
73013,,
73015,15.0,65.73333333333333
73018,13.0,63.357142857142854
73019,20.0,72.85185185185185
73025,6.0,82.75
73026,22.0,74.54166666666667
73029,12.0,60.38461538461539
73030,7.0,59.857142857142854
73033,7.0,68.875
73035,,
73037,5.0,85.2
73038,5.0,74.2
73039,9.0,58.2
7304,3.0,89.0
73040,6.0,85.83333333333333
73046,10.0,61.416666666666664
73047,10.0,56.45454545454545
73048,4.0,84.25
73050,4.0,40.4
73051,11.0,71.41666666666667
73053,4.0,81.0
73055,3.0,96.75
73056,9.0,58.2
73058,14.0,58.473684210526315
73059,6.0,64.85714285714286
73062,8.0,74.625
73063,2.0,46.0
73065,,
73068,20.0,78.34615384615384
73069,17.0,70.17647058823529
7307,9.0,65.6
73070,4.0,83.75
73071,8.0,55.25
73077,4.0,65.0
73079,3.0,78.0
73081,8.0,81.75
73084,10.0,66.1
73088,,
73089,,
73092,8.0,77.22222222222223
73094,5.0,65.0
73096,15.0,67.8
73098,9.0,81.66666666666667
73099,15.0,74.5
73103,8.0,56.9
73104,3.0,93.66666666666667
73107,1.0,97.0
73113,1.0,67.0
73117,13.0,55.07142857142857
73118,3.0,87.33333333333333
73120,12.0,57.53846153846154
73121,2.0,62.0
73122,,
73125,4.0,79.75
73129,4.0,56.0
73136,2.0,75.5
73138,7.0,64.5
73141,7.0,73.55555555555556
73144,11.0,65.25
73145,8.0,57.666666666666664
73146,7.0,66.85714285714286
73148,6.0,78.14285714285714
73151,14.0,66.25
73152,15.0,64.38095238095238
73154,16.0,68.54545454545455
73155,12.0,49.916666666666664
73156,11.0,45.416666666666664
73157,6.0,53.142857142857146
73158,2.0,78.0
73159,16.0,59.76470588235294
73161,16.0,56.26315789473684
73162,10.0,74.8
73165,8.0,80.66666666666667
73166,7.0,78.28571428571429
73167,6.0,65.71428571428571
73168,4.0,61.25
73170,8.0,65.77777777777777
73171,1.0,29.0
73175,7.0,78.75
73178,7.0,78.75
73182,7.0,42.0
73187,3.0,76.0
73188,6.0,61.5
7319,9.0,72.2
73191,10.0,61.75
73192,12.0,62.46153846153846
73193,3.0,29.0
73194,10.0,55.6
73195,2.0,25.0
73200,11.0,70.23076923076923
73203,2.0,52.5
73205,4.0,82.33333333333333
73207,,
73208,6.0,85.66666666666667
7321,7.0,68.14285714285714
73210,9.0,58.2
73211,20.0,54.36
73215,7.0,62.875
73216,5.0,61.4
73217,,
7322,20.0,64.04545454545455
73220,10.0,74.7
73222,4.0,66.25
73226,10.0,70.0909090909091
73228,5.0,87.8
7323,4.0,81.25
73231,2.0,56.5
73232,1.0,90.0
73235,6.0,75.0
73236,5.0,53.857142857142854
73237,6.0,70.71428571428571
73240,4.0,84.5
73244,7.0,78.875
7325,2.0,64.0
73250,,
73253,,
73255,,
73259,,
73261,,
73262,,
73263,,
73265,,
73266,,
73270,,
73272,,
73273,,
73276,,
73278,,
7328,,
73280,,
73282,,
73285,,
73288,,
73289,,
73290,,
73294,,
73295,,
73296,,
73298,,
73300,,
73301,,
73302,,
73307,,
7331,,
73310,,
73314,,
73316,,
73317,,
73318,,
73319,,
7332,,
73320,,
73325,,
73330,,
73331,,
73332,,
73335,,
73336,,
73339,,
73345,,
73349,,
7335,,
73350,,
73351,,
73355,,
73359,,
73363,,
73366,,
73370,,
73371,,
73373,,
73375,,
73376,,
73378,,
73380,,
73386,,
73389,,
73392,,
73395,,
73400,,
73404,,
73406,,
73407,,
7341,,
73410,,
73412,,
73414,,
73415,,
7342,,
73420,,
73425,,
73429,,
73432,,
73433,,
73440,,
73443,,
73448,,
73449,,
7345,,
73453,,
73456,,
73457,,
73459,,
7346,,
73463,,
73465,,
73466,,
73471,,
73472,,
73476,,
73480,,
73485,,
73487,,
73492,,
73493,,
73494,,
73496,,
735,,
7350,,
73500,,
73506,,
73508,,
73511,,
73516,,
73518,,
73519,,
7352,,
73521,,
73525,,
73527,,
73530,,
73535,,
73536,,
73539,,
73540,,
73541,,
73543,,
73544,,
73549,,
73550,,
73551,,
73555,,
73561,,
73563,,
73564,,
73569,,
73576,,
73578,,
7358,,
73580,,
73583,,
73585,,
73588,,
7359,,
73593,,
73597,,
73599,,
73600,,
73602,,
73603,,
73605,,
73607,,
7361,,
73610,,
73611,,
73613,,
73614,,
73615,,
73617,,
73619,,
7362,,
73620,,
73622,,
73626,,
73628,,
73629,,
7363,,
73633,,
73635,,
73638,,
73639,,
73640,,
73642,,
73643,,
73644,,
73645,,
73646,,
73648,,
73649,,
73654,,
73655,,
73657,,
7366,,
73663,,
73665,,
73667,,
73668,,
73671,,
73672,,
73676,,
73678,,
7368,,
73680,,
73682,,
73685,,
73686,,
73689,,
73690,,
73693,,
73694,,
73696,,
73699,,
737,,
7370,,
73700,,
73701,,
73705,,
73707,,
73709,,
7371,,
73713,,
73715,,
73718,,
73724,,
73726,,
73727,,
73728,,
73731,,
73732,,
73735,,
73736,,
73742,,
73745,,
73746,,
73747,,
73748,,
7375,,
73750,,
73751,,
73752,,
73753,,
73758,,
73760,,
73761,,
73762,,
73763,,
73764,,
73769,,
7377,,
73775,,
73776,,
73778,,
73784,,
73788,,
73790,,
73791,,
73792,,
73796,,
73797,,
7380,,
73801,,
73802,,
73803,,
73804,,
73805,,
73810,,
73812,,
73817,,
73818,,
73819,,
73823,,
73829,,
73831,,
73832,,
73835,,
73836,,
73837,,
7384,,
73845,,
73846,,
73848,,
73853,,
73855,,
73856,,
73857,,
73859,,
7386,,
73860,,
73861,,
73862,,
73865,,
73866,,
73867,,
7387,,
73872,,
73874,,
73875,,
73877,,
73882,,
73886,,
73887,,
73891,,
73893,,
73895,,
73897,,
73903,,
73904,,
73906,,
7391,,
73911,,
73912,,
73916,,
73919,,
7392,,
73922,,
73926,,
73929,,
73930,,
73931,,
73933,,
73940,,
73941,,
73946,,
73947,,
73949,,
7395,,
73953,,
73954,,
73956,,
73957,,
73958,,
73959,,
7396,,
73963,,
73968,,
7397,,
73971,,
73975,,
73976,,
73977,,
73982,,
73994,,
73998,,
74,,
740,,
7400,,
74005,,
74006,,
74012,,
74014,,
74015,,
74016,,
74018,,
74019,,
7402,,
74020,,
74025,,
74032,,
74033,,
74034,,
74035,,
74037,,
74039,,
7404,,
74041,,
74043,,
74049,,
7405,,
74051,,
74053,,
74054,,
74055,,
74056,,
74058,,
74062,,
74063,,
74064,,
74069,,
7407,,
74070,,
74073,,
74078,,
7408,,
74081,,
74083,,
74084,,
74087,,
74088,,
74089,,
74090,,
74091,,
74092,,
74093,,
741,,
7410,,
74101,,
74102,,
74104,,
74105,,
74108,,
74109,,
7411,,
74110,,
74111,,
74113,,
74121,,
74122,,
74124,,
74125,,
74126,,
74130,,
74132,,
74133,,
74134,,
74135,,
74138,,
74139,,
74141,,
74143,,
74144,,
74148,,
7415,,
74154,,
74159,,
74163,,
74165,,
7417,,
74170,,
74173,,
74175,,
74177,,
74178,,
74180,,
74181,,
74184,,
74186,,
74189,,
74192,,
74195,,
742,,
74201,,
74202,,
74203,,
74208,,
74209,,
74213,,
7422,,
74223,,
74227,,
74229,,
74231,,
74233,,
74236,,
74237,,
7424,,
74240,,
74243,,
74244,,
74245,,
74247,,
74249,,
74250,,
74251,,
74253,,
74255,,
74267,,
7427,,
74273,,
74274,,
74277,,
7428,,
74282,,
74286,,
74287,,
74292,,
74293,,
74296,,
74297,,
743,,
74301,,
74308,,
74309,,
7431,,
74310,,
74312,,
74314,,
74317,,
74318,,
7432,,
74321,,
74324,,
74326,,
74328,,
7433,,
74330,,
74332,,
7434,,
74341,,
74343,,
74347,,
7435,,
74350,,
74354,,
74356,,
74357,,
74359,,
7436,,
74360,,
74363,,
74364,,
74367,,
74369,,
74375,,
74377,,
74380,,
74384,,
74390,,
74391,,
74399,,
74400,,
74401,,
74403,,
74404,,
74407,,
74408,,
74414,,
74418,,
74419,,
74423,,
74424,,
74428,,
7443,,
74431,,
74432,,
74436,,
74438,,
74444,,
74445,,
74449,,
74451,,
74452,,
74453,,
74456,,
74458,,
74462,,
74463,,
74466,,
74470,,
74472,,
74473,,
74474,,
74476,,
74480,,
74483,,
74486,,
74487,,
74489,,
74490,,
74491,,
74493,,
74496,,
74497,,
74499,,
74500,,
74506,,
74507,,
7451,,
74513,,
74515,,
74517,,
74522,,
74529,,
74530,,
7454,,
74540,,
74541,,
74544,,
74550,,
74551,,
74552,,
74553,,
74556,,
74557,,
74561,,
74564,,
74565,,
74566,,
74568,,
74569,,
74570,,
74571,,
74574,,
74575,,
74577,,
74578,,
74580,,
74582,,
74583,,
74584,,
74585,,
74587,,
7459,,
74590,,
74591,,
74592,,
74594,,
74595,,
74596,,
7460,,
74600,,
74604,,
74608,,
74610,,
74611,,
74613,,
74615,,
74617,,
74618,,
74619,,
7462,,
74620,,
74621,,
74622,,
74623,,
74625,,
74628,,
74629,,
74632,,
74636,,
74638,,
74639,,
7464,,
74640,,
74641,,
74642,,
74643,,
74646,,
74647,,
74648,,
74652,,
74659,,
74661,,
74663,,
74671,,
74672,,
74677,,
74678,,
74679,,
7468,,
74681,,
74684,,
74685,,
74688,,
74689,,
7469,,
74696,,
74697,,
747,,
74700,,
74703,,
74704,,
74705,,
74708,,
7471,,
74711,,
74718,,
7472,,
74726,,
74728,,
74732,,
74733,,
74738,,
7474,,
74742,,
74744,,
74746,,
74747,,
74749,,
7475,,
74750,,
74758,,
74759,,
7476,,
74760,,
74762,,
74763,,
74765,,
74767,,
74776,,
74777,,
74778,,
74779,,
74780,,
74781,,
74783,,
74784,,
74786,,
74789,,
74797,,
74799,,
74802,,
74806,,
74809,,
74810,,
74811,,
74817,,
74820,,
74822,,
74823,,
74825,,
74826,,
74827,,
74828,,
74829,,
7483,,
74830,,
74832,,
74836,,
74837,,
74840,,
74841,,
74847,,
74848,,
74850,,
74851,,
74852,,
74853,,
74854,,
74855,,
74857,,
7486,,
74861,,
74862,,
74863,,
74864,,
74865,,
74870,,
74872,,
74873,,
74874,,
74875,,
74876,,
74882,,
74883,,
74885,,
74886,,
74888,,
74889,,
74891,,
74893,,
74894,,
74895,,
74896,,
74897,,
749,,
74900,,
74901,,
74902,,
74904,,
74910,,
74911,,
74913,,
74915,,
74919,,
74923,,
74924,,
74926,,
74927,,
74928,,
7493,,
74933,,
74934,,
74937,,
74938,,
74941,,
74945,,
74946,,
74949,,
7495,,
74956,,
74958,,
74960,,
74963,,
74967,,
7497,,
74972,,
74974,,
74976,,
74979,,
74981,,
74988,,
74990,,
74992,,
74993,,
74996,,
74998,,
7500,,
75006,,
75009,,
75013,,
75015,,
75020,,
75021,,
75026,,
75027,,
75030,,
75032,,
75035,,
75039,,
75040,,
75043,,
75048,,
75050,,
75052,,
75053,,
75054,,
75059,,
75060,,
75061,,
75062,,
75065,,
75069,,
7507,,
75073,,
75077,,
75080,,
75081,,
75084,,
75085,,
75087,,
7509,,
75090,,
75091,,
75093,,
75096,,
75097,,
7510,,
75100,,
75105,,
75106,,
75108,,
75109,,
75110,,
75116,,
75117,,
75119,,
75122,,
75123,,
75125,,
75128,,
75129,,
7513,,
75130,,
75131,,
75133,,
75134,,
75137,,
75138,,
75140,,
75142,,
75143,,
75144,,
75148,,
75150,,
75153,,
75156,,
7516,,
75161,,
75162,,
75164,,
75165,,
75168,,
75174,,
75178,,
75179,,
75181,,
75183,,
75185,,
75187,,
75188,,
75189,,
7519,,
75196,,
75199,,
7520,,
75200,,
75201,,
75203,,
75205,,
75208,,
75209,,
75216,,
75219,,
75220,,
75221,,
75223,,
75224,,
75226,,
75229,,
7523,,
75232,,
75234,,
75238,,
7524,,
75243,,
75244,,
75245,,
75247,,
75252,,
75253,,
75256,,
75257,,
75258,,
75260,,
75263,,
75264,,
75266,,
75267,,
7527,,
75271,,
75273,,
75274,,
75277,,
75279,,
7528,,
75281,,
75282,,
75286,,
75288,,
75289,,
75297,,
75298,,
75299,,
75300,,
75301,,
75303,,
75304,,
75305,,
75307,,
75308,,
75310,,
75321,,
75322,,
75327,,
75329,,
75331,,
75334,,
75336,,
75337,,
75338,,
75341,,
75344,,
75345,,
75347,,
75348,,
75351,,
75352,,
75353,,
75354,,
75355,,
75356,,
75361,,
75365,,
7537,,
75370,,
75373,,
75375,,
75377,,
75378,,
75379,,
7538,,
75380,,
75381,,
75386,,
7539,,
75393,,
75395,,
75396,,
75398,,
75399,,
754,,
75406,,
75407,,
75408,,
75414,,
75421,,
75423,,
75428,,
7543,,
75431,,
75434,,
75436,,
7544,,
75440,,
75443,,
75445,,
75446,,
75447,,
75450,,
75451,,
75452,,
75453,,
75454,,
75455,,
75458,,
7546,,
75461,,
75464,,
7547,,
75472,,
75473,,
75476,,
75478,,
75479,,
7548,,
75480,,
75481,,
75486,,
75490,,
75492,,
75493,,
75497,,
7550,,
75500,,
75501,,
75503,,
75507,,
7551,,
75510,,
75512,,
75513,,
75514,,
75515,,
75516,,
75517,,
75518,,
75519,,
75522,,
75523,,
75530,,
75533,,
75535,,
75536,,
75537,,
75539,,
75540,,
75546,,
75549,,
7555,,
75550,,
75552,,
75553,,
75557,,
75558,,
75561,,
75562,,
75564,,
75565,,
75567,,
75568,,
7557,,
75570,,
75571,,
75574,,
75575,,
75580,,
75581,,
75584,,
75588,,
7559,,
75590,,
75592,,
75594,,
75596,,
75597,,
75604,,
75606,,
75607,,
75608,,
75610,,
75612,,
75615,,
75616,,
75617,,
75623,,
75627,,
7563,,
75630,,
75634,,
75635,,
75636,,
75638,,
75643,,
75644,,
75647,,
75648,,
75653,,
7566,,
75661,,
75666,,
75667,,
75672,,
75674,,
75675,,
75676,,
75678,,
75679,,
75680,,
75683,,
75684,,
75692,,
75693,,
75696,,
75697,,
75698,,
757,,
7570,,
75700,,
75702,,
75703,,
75704,,
75705,,
75707,,
75709,,
75710,,
75711,,
75712,,
75713,,
75714,,
75715,,
75717,,
75719,,
75720,,
75725,,
75726,,
75727,,
75734,,
75740,,
75745,,
75746,,
75747,,
75750,,
75751,,
75752,,
75753,,
75756,,
75757,,
75758,,
7576,,
75761,,
75763,,
75764,,
75768,,
75771,,
75776,,
75780,,
75782,,
75783,,
75786,,
75788,,
75789,,
7579,,
75792,,
75796,,
75798,,
7580,,
75800,,
75803,,
75804,,
75806,,
75809,,
75814,,
75816,,
75817,,
7582,,
75820,,
75824,,
75828,,
75830,,
75832,,
